"id","jurisdiction","source_record_label","primary_url","source_topics","source_status","base_status","source_summary","mapped_topics","inferred_year","verification_status","source_page","source_row_number"
"nhgri-2aaafd54c6a30ae81b35","Arizona","2007 State Bills Arizona 2007 HB 2629","http://www.azleg.gov/DocumentsForBill.asp?Bill_Number=HB2629&Session_ID=85","Health Insurance Coverage","Died","died","This bill requires hospital or medical service corporations, health care service organizations, and individual, group and blanket disability insurers who provide health care coverage to pregnant women to cover the cost of genetic testing for thrombophilia if it is ordered by a physician. Measure failed.","health-insurance","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","1"
"nhgri-9c09efcd2a8002b1f612","California","2007 State Bills California 2007 SB 164","http://www.legislature.ca.gov/cgi-bin/port-postquery?bill_number=sb_164&sess=0708&house=B&author=migden","Use of Residual Newborn Screening Specimens","Died","died","This bill amends existing law pertaining to pregnancy blood samples. Existing law provides for the use of samples for approved research projects and establishes confidentiality and privacy protections with regard to samples and related personal information. This bill renames the term ""pregnancy"" blood samples by referring to them as ""newborn"" blood samples. Measure failed.","newborn-screening","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","2"
"nhgri-36b0d9a4b4a3e9273cbd","California","2007 State Bills California 2007 SB 962","http://www.legislature.ca.gov/cgi-bin/port-postquery?bill_number=sb_962&sess=0708&house=B&author=migden","Use of Residual Newborn Screening Specimens","Enacted","enacted","This bill requires the health department to charge a fee to researchers and health care providers who have been approved by the department to use stored umbilical cord, pregnancy blood, or newborn blood samples for research to cover the costs of administering the program. Signed by the Governor October 11, 2007. (The bill goes into effect only if 2007 AB 34, which was enacted during the 2007 session, becomes law before January 2008.)","newborn-screening","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","3"
"nhgri-47c55796e02a8cba4e7d","Florida","2007 State Bills Florida 2007 SB 2384","https://www.flsenate.gov/Session/Bill/2007/2384","Health Insurance Coverage","Died","died","This bill requires individual and group health insurers to provide benefits or coverage for periodic colorectal cancer examinations and laboratory tests for individuals over 50 and for individuals under 50 who are considered high risk. Definition of high risk includes individuals who, because of the presence of recognized genetic markers, face a higher than normal risk of colorectal cancer. Measure failed.","health-insurance","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","4"
"nhgri-de48c294b081afedd5d4","Georgia","2007 State Bills Georgia 2007 HB 276","http://www.legis.ga.gov/Legislation/en-US/display/20072008/HB/276","Employment Nondiscrimination|Other Lines of Insurance Nondiscrimination|Privacy","Died","died","This bill creates guidelines such as consent requirements for the creation and storage of biometric information, which is defined to include DNA samples. The bill also prohibits life insurers from requiring genetic information to determine an applicants eligibility or rates to be charged for life insurance; however, any pre-existing genetic information must be supplied to the insurance company upon application. The bill forbids employers or employment agencies from using information derived from genetic testing for identification purposes or as a condition of employment. The bill provides remedies for individuals whose genetic information is inappropriately used. Measure failed.","employment|genetic-discrimination|genetic-privacy","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","5"
"nhgri-1287db71c242bacd3342","Idaho","2007 State Bills Idaho 2007 SB 1107","https://legislature.idaho.gov/sessioninfo/2007/legislation/S1107/","Health Insurance Nondiscrimination","Died","died","The bill amends the state genetic nondiscrimination law by prohibiting discrimination on the basis of genetic information or a genetic test in the issuance of coverage, or the fixing of rates, terms or conditions, for any policy or contract of hospital or medical insurance or any health benefit plan. Measure failed.","genetic-discrimination|health-insurance","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","6"
"nhgri-4987b580376e4f7b0e4f","Illinois","2007 State Bills Illinois 2007 SB 1365","http://www.ilga.gov/legislation/BillStatus.asp?DocNum=1365&GAID=9&DocTypeID=SB&LegId=29454&SessionID=51&GA=95","Health Insurance Coverage","Enacted","enacted","This bill requires coverage for a mammogram at the age and intervals considered medically necessary by the woman's health care provider for women under 40 years of age and having a family history of breast cancer, prior personal history of breast cancer, positive genetic testing, or other risk factors. This bill also requires coverage for a comprehensive ultrasound screening of an entire breast or breasts if a mammogram demonstrates heterogeneous or dense breast tissue based on the Breast Imaging Reporting and Data System established by the American College of Radiology or if the woman is at increased risk for breast cancer due to family history or prior personal history of breast cancer, positive genetic testing, or other indications as determined by a woman's health care provider. Signed by the Governor August 24, 2007.","health-insurance","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","7"
"nhgri-5adc1cb9507b6d40da64","Illinois","2007 State Bills Illinois 2007 SB 939","http://www.ilga.gov/legislation/BillStatus.asp?DocNum=939&GAID=9&DocTypeID=SB&LegId=29062&SessionID=51&GA=95","Employment Nondiscrimination|Privacy","Died","died","This bill amends the Genetic Information privacy Act and makes technical changes to the section of the law pertaining to employers. Measure failed.","employment|genetic-discrimination|genetic-privacy","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","8"
"nhgri-f19cac6835d01cb4993f","Illinois","2007 State Bills Illinois 2007 SB 940","http://www.ilga.gov/legislation/BillStatus.asp?DocNum=940&GAID=9&DocTypeID=SB&LegId=29034&SessionID=51&GA=95","Privacy","Died","died","This bill was introduced as an amendment to the Genetic Information privacy Act. All language was stricken in a senate amendment and new language was added related to firearms.","genetic-privacy","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","9"
"nhgri-1110a3aa38df995e1db8","Illinois","2007 State Bills Illinois 2007 SB 941","http://www.ilga.gov/legislation/BillStatus.asp?DocNum=941&GAID=9&DocTypeID=SB&LegId=29035&SessionID=51&GA=95","Privacy","Died","died","This bill was introduced as an amendment to the Genetic Information privacy Act. All language was stricken in a senate amendment and new language was added related to cancer drugs.","genetic-privacy","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","10"
"nhgri-7164defb406fb5a4e8b6","Mississippi","2007 State Bills Mississippi 2007 HB 233","http://billstatus.ls.state.ms.us/2007/pdf/history/HB/HB0233.htm","Health Insurance Nondiscrimination","Died","died","This bill creates the Genetic Information Nondiscrimination in Health Insurance Act, which prohibits health benefits plans from denying, refusing or canceling health insurance benefits or coverage on the basis of genetic information or a request or receipt of genetic services. The bill also prohibits health benefit plan insurers from requesting or requiring a genetic test and from disclosing genetic information without prior written authorization. Penalties for violations are set forth. Measure failed.","genetic-discrimination|health-insurance","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","11"
"nhgri-3dba6856b5fcf55c5bac","Mississippi","2007 State Bills Mississippi 2007 HB 266","http://billstatus.ls.state.ms.us/2007/pdf/history/HB/HB0266.htm","Employment Nondiscrimination","Died","died","This bill prohibits employers from using genetic testing for discriminatory purposes. Civil and criminal penalties for violations are set forth. Measure failed.","employment|genetic-discrimination","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","12"
"nhgri-dbbd83f01020448c7ce2","Missouri","2007 State Bills Missouri 2007 HB 364","https://house.mo.gov/Bill.aspx?bill=HB364&year=2007&code=R","Health Insurance Nondiscrimination","Died","died","This bill, as substituted by the Senate, prohibits the treatment of genetic information as a preexisting condition in the absence of a diagnosis and prevents the establishment of rules for eligibility or continued eligibility on the basis of a health status-related factor, including genetic information, in health insurance. Measure failed.","genetic-discrimination|health-insurance","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","13"
"nhgri-ffe93a54736324394dc9","Missouri","2007 State Bills Missouri 2007 HB 586","https://house.mo.gov/Bill.aspx?bill=HB586&year=2007&code=R","Employment Nondiscrimination","Died","died","This bill authorizes designated administrators to take action if it is determined that a person has engaged, is engaging in, or has taken a substantial step toward engaging in an act of discrimination prohibited under the state genetic nondiscrimination laws that applies to employers. Measure failed.","employment|genetic-discrimination","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","14"
"nhgri-c0019e32791303e3a1de","Missouri","2007 State Bills Missouri 2007 HB 818","https://house.mo.gov/Bill.aspx?bill=HB818&year=2007&code=R","Health Insurance Nondiscrimination","Enacted","enacted","This bill prohibits individual, small group and large group health insurers from treating genetic information as a pre-existing condition in the absence of a diagnosis. The bill also prohibits health insurers from establishing rules for eligibility based on genetic information. Approved by the Governor June 1, 2007.","genetic-discrimination|health-insurance","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","15"
"nhgri-23c473bf76a3324510d7","Missouri","2007 State Bills Missouri 2007 HB 948","https://house.mo.gov/Bill.aspx?bill=HB948&year=2007&code=R","Use of Residual Newborn Screening Specimens","Enacted","enacted","Unless otherwise directed under this section, a biological specimen may be released for purposes of anonymous scientific study. At the time of newborn screening specimen collection, the parent or legal guardian of the child from whom a biological specimen was obtained may direct the department to: (1) return the specimen after all tests have been performed; (2) destroy the specimen; or (3) store a specimen but do not release is for anonymous study. Signed by the Governor July 13, 2007","newborn-screening","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","16"
"nhgri-a6cd0254912bb8610cba","Missouri","2007 State Bills Missouri 2007 SB 325","https://house.mo.gov/Bill.aspx?bill=SB325&year=2007&code=R","Employment Nondiscrimination","Died","died","This bill authorizes designated administrators to take action if it is determined that a person has engaged, is engaging in, or has taken a substantial step toward engaging in an act of discrimination prohibited under the state genetic nondiscrimination laws that applies to employers. Measure failed.","employment|genetic-discrimination","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","17"
"nhgri-0f696b1f43a6a463560f","Nevada","2007 State Bills Nevada 2007 AB 578","http://www.leg.state.nv.us/Session/74th2007/Reports/history.cfm?ID=1168","Research","Died","died","This bill prescribes the requirements for surrogate decision makers to give informed consent for certain human subject research. Measure failed.","research","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","18"
"nhgri-1b098e192eca62cd9e90","New Jersey","2007 State Bills New Jersey 2007 A4170","http://www.njleg.state.nj.us/2006/Bills/A4500/4170_I1.PDF","Employment Nondiscrimination","Died","died","This bill prohibits employers from (1) seeking to obtain or use a genetic test or genetic information, (2) requiring a genetic test or genetic information, (3) accessing or requesting or requiring consent to access genetic information, (4) requesting or requiring a genetic test from an individual or family member, or (5) inquiring about whether an individual or family member has taken or refused to take a genetic test. Civil penalties are set forth for violations. Measure failed.","employment|genetic-discrimination","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","19"
"nhgri-fae6c9d964c02f051333","New York","2007 State Bills New York 2007 A288","http://assembly.state.ny.us/leg/?default_fld=&bn=A00288&term=2007&Summary=Y&Actions=Y&Text=Y","Other Lines of Insurance Nondiscrimination","Died","died","This bill prohibits denial, cancellation or alteration of a life or disability insurance policy or group life or disability insurance policy, including renewals, on the basis of any genetic testing performed on a insured, applicant or family member of insured or applicant. Measure failed.","","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","20"
"nhgri-a87552b50e13a15ce482","New York","2007 State Bills New York 2007 A3113","http://assembly.state.ny.us/leg/?default_fld=&bn=A03113&term=2007&Summary=Y&Actions=Y&Text=Y","Health Insurance Coverage","Died","died","This bill requires health insurers to cover genetic testing of persons with a family history of cancer when the attending physician determines such person has a significant risk of cancer. Measure failed.","health-insurance","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","21"
"nhgri-5f458c1caf4b851fbf88","New York","2007 State Bills New York 2007 A4662","http://assembly.state.ny.us/leg/?default_fld=&bn=A04662&term=2007&Summary=Y&Actions=Y&Text=Y","Other Lines of Insurance Nondiscrimination","Died","died","This bill prohibits denial, cancellation or alteration of a life or disability insurance policy or group life or disability insurance policy, including renewals, on the basis of any genetic testing performed on a insured, applicant or family member of insured or applicant. Measure failed.","","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","22"
"nhgri-52d27a0525ac5fd78818","New York","2007 State Bills New York 2007 S2696","http://assembly.state.ny.us/leg/?default_fld=&bn=S02696&term=2007&Summary=Y&Actions=Y&Text=Y","Health Insurance Nondiscrimination","Died","died","This bill prohibits the use of genetic information for community rating to develop small group health insurance premiums. The bill also prohibits pre-existing condition exclusions in small group health insurance policies based on genetic predisposition. Measure failed.","genetic-discrimination|health-insurance","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","23"
"nhgri-631e12123a86500d0692","New York","2007 State Bills New York 2007 S3449","http://assembly.state.ny.us/leg/?default_fld=&bn=S03449&term=2007&Summary=Y&Actions=Y&Text=Y","Health Insurance Nondiscrimination","Died","died","This bill prohibits group or blanket policies that cover 51 or more employees for hospital, medical, major medical, or similar type comprehensive coverage from excluding members or dependents or establishing rates based on predisposing genetic characteristics. The bill also prohibits health insurers from requiring or using tests for or information about predisposing genetic characteristics for underwriting. The same restrictions are imposed upon hospital service corporations, health services corporation and medical expense indemnity corporations covering 51 or more employees. Measure failed.","genetic-discrimination|health-insurance","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","24"
"nhgri-3b987400b3f5beeef45a","Oregon","2007 State Bills Oregon 2007 HB 3341","https://olis.oregonlegislature.gov/liz/2007R1/Measures/Overview/HB3341","Health Insurance Nondiscrimination","Died","died","This bill creates the Oregon Health Insurance Exchange and prohibits the treatment of genetic information in the absence of a diagnosis as a pre-existing condition in the exchange. Measure failed.","genetic-discrimination|health-insurance","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","25"
"nhgri-1d4cdc3505d79f4a1c1b","Oregon","2007 State Bills Oregon 2007 SB 244","https://olis.oregonlegislature.gov/liz/2007R1/Measures/Overview/SB244","Health Insurance Nondiscrimination|Privacy","Enacted","enacted","This bill amends the state genetic privacy law by allowing health insurers to retain or disclose genetic information without written authorization if (1) the retention is for treatment, payment or health care operations by the insurer; and (2) the disclosure is in accordance with ORS 746.607 (3). Signed by the Governor July 17, 2007.","genetic-discrimination|genetic-privacy|health-insurance","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","26"
"nhgri-d0c5a2c27917dab99d5e","Oregon","2007 State Bills Oregon 2007 SB 759","https://olis.oregonlegislature.gov/liz/2007R1/Measures/Overview/SB759","Health Insurance Nondiscrimination|Privacy","Died","died","This bill amends the state genetic privacy law by changing retention and disclosure provisions that apply to health insurers. Measure failed.","genetic-discrimination|genetic-privacy|health-insurance","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","27"
"nhgri-8b004db4925db885ece4","South Dakota","2007 State Bills South Dakota 2007 HB 1166","https://sdlegislature.gov/Session/Bill/22304","Health Insurance Nondiscrimination","Died","died","This bill prohibits pre-existing condition exclusions based on genetic information in the absence of a diagnosis. Measure failed.","genetic-discrimination|health-insurance","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","28"
"nhgri-5fc2de13a66d1fc73dcc","South Dakota","2007 State Bills South Dakota 2007 SB 132","https://sdlegislature.gov/Session/Bill/22323","Health Insurance Nondiscrimination","Died","died","As introduced, this bill included a provision that prohibited pre-existing condition exclusions based on genetic information in the absence of a diagnosis. Measure failed.","genetic-discrimination|health-insurance","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","29"
"nhgri-f2f5cbe73d77492f7d47","Tennessee","2007 State Bills Tennessee 2007 HB 2082","http://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=HB2082&ga=105","Health Insurance Nondiscrimination","Died","died","Prior to amendment, this bill exempt insurance pools created by an association of private, not-for-profit educational institutions that has been in existence for at least 25 years from the provisions governing genetic information nondiscrimination. This language was removed from the final version of the bill. The companion bill substituted with SB 343 signed by the Governor May 15, 2007.","genetic-discrimination|health-insurance","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","30"
"nhgri-450085101647e64e8adf","Tennessee","2007 State Bills Tennessee 2007 SB 343","http://wapp.capitol.tn.gov/apps/BillInfo/Default.aspx?BillNumber=%20SB0343&GA=105","Health Insurance Nondiscrimination","Enacted","enacted","Prior to amendment, this bill exempt insurance pools created by an association of private, not-for-profit educational institutions that has been in existence for at least 25 years from the provisions governing genetic information nondiscrimination. This language was removed from the final version of the bill, which was signed by the Governor May 15, 2007.","genetic-discrimination|health-insurance","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","31"
"nhgri-385f61e47c9998e6fc9d","Virginia","2007 State Bills Virginia 2007 HB 2120","http://lis.virginia.gov/cgi-bin/legp604.exe?ses=071&typ=bil&val=hb2120","Health Insurance Nondiscrimination","Died","died","This bill prohibits the treatment of genetic information as a preexisting condition in the Small Employer Health Insurance Exchange in the absence of a diagnosis of the condition related to such information. Measure failed.","genetic-discrimination|health-insurance","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","32"
"nhgri-db37ea13aa31ba66f853","Virginia","2007 State Bills Virginia 2007 HB 2121","http://lis.virginia.gov/cgi-bin/legp604.exe?ses=071&typ=bil&val=hb2121","Health Insurance Nondiscrimination","Died","died","This bill prohibits the treatment of genetic information as a preexisting condition in the Small Employer Health Insurance Exchange in the absence of a diagnosis of the condition related to such information. Measure failed.","genetic-discrimination|health-insurance","2007","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","33"
"nhgri-1d26e213ed5549c7e565","Arizona","2008 State Bills Arizona 2008 SB 2658","http://www.azleg.gov/DocumentsForBill.asp?Bill_Number=HB2658&Session_ID=86","Health Insurance Nondiscrimination","Enacted","enacted","This bill amends existing law that prohibits health benefit plans from terminating coverage based on a health status-related factor, including genetic information, by adding a group disability policy or a certificate of insurance for a group disability policy that is not issued in the state of Arizona to the definition of ""health benefit plan."" Signed by the Governor on April 28, 2008.","genetic-discrimination|health-insurance","2008","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","34"
"nhgri-e67701d4bc261775f36f","California","2008 State Bills California 2008 AB 2599","http://www.leginfo.ca.gov/pub/07-08/bill/asm/ab_2551-2600/ab_2599_bill_20080930_chaptered.html","Use of Residual Newborn Screening Specimens","Enacted","enacted","The bill establish fees, which the department may collect from researchers who have been approved by the department and who seek to umbilical cord blood, pregnancy blood collected by the Genetic Disease Screening Program, and stored by the Birth Defects Monitoring Program, and newborn blood collected by the Genetic Disease Screening Program. Fees may not to exceed the costs of administering the program and collection and storage of the samples. Signed by the Governor September 30, 2008.","newborn-screening","2008","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","35"
"nhgri-9a6ab64aaa6d48f34e1e","Colorado","2008 State Bills Colorado 2008 SB 241","http://www.leg.state.co.us/CLICS/CLICS2008A/csl.nsf/fsbillcont3/42E9CD8C7DC76F8F8725742C007B9726?Open=&file=241_enr.pdf","Employment Nondiscrimination","Enacted","enacted","This bill prohibits the reduction of an employees permanent total disability when the disability is a result of a work-related injury or a work-related injury combined with a congenital, genetic or similar conditions except that the law does not apply to reductions in recovery or apportionment allowed pursuant to Colorado Supreme Court decision in Anderson v. Brinkhoff, 859 P.2d 819, (Colo. 1993). Signed into law June 2, 2008.","employment|genetic-discrimination","2008","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","36"
"nhgri-44aec071a58e4c00c53d","Florida","2008 State Bills Florida 2008 SB 2730","https://www.flsenate.gov/Session/Bill/2008/2730","Health Insurance Coverage","Died","died","This bill requires individual and group health insurers to provide benefits or coverage for periodic colorectal cancer examinations and laboratory tests for individuals over 50 and for individuals under 50 who are considered high risk. Definition of high risk includes individuals who, because of the presence of recognized genetic markers, face a higher than normal risk of colorectal cancer. Measure failed.","health-insurance","2008","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","37"
"nhgri-e9ec9f8e792bd91cd3db","Illinois","2008 State Bills Illinois 2008 SB 2399","http://www.ilga.gov/legislation/BillStatus.asp?DocNum=2399&GAID=9&DocTypeID=SB&LegId=36372&SessionID=51&GA=95","Employment Nondiscrimination|Privacy","Enacted","enacted","This bill amends the Genetic Information privacy Act. The bill adds and amends definitions under the law, makes changes to the employment provisions, adds requirements to be consistent with federal laws such as GINA, and further specifies prohibited actions by covered entities. Monetary penalties are increased, and a private right of action is afforded to any person alleging a violation of the law. The bill allows local governments to enact genetic privacy measures equal to or greater than the protections provided under state law. Approved by the Governor August 26, 2008.","employment|genetic-discrimination|genetic-privacy","2008","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","38"
"nhgri-0fd056b5a82e8cca2668","Maryland","2008 State Bills Maryland 2008 HB 29","http://mgaleg.maryland.gov/webmga/frmMain.aspx?tab=subject3&ys=2008rs/billfile/hb0029.htm","Other Lines of Insurance Nondiscrimination","Enacted","enacted","This bill prohibits long-term care insurance carriers from requesting or requiring a genetic test to deny or limit coverage or charge a higher rate for the same coverage. These entities may not use the results of a genetic test, genetic information, or a request for genetic services to deny or limit coverage or charge a higher rate for the same coverage except that genetic information or the results of a genetic test may be used for such purposes if based on sound actuarial principles. Approved by the Governor May 22, 2008.","","2008","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","39"
"nhgri-1d3af968a05dbe5f64de","Maryland","2008 State Bills Maryland 2008 SB 918","http://mgaleg.maryland.gov/webmga/frmMain.aspx?tab=subject3&ys=2008rs/billfile/sb0918.htm","Other Lines of Insurance Nondiscrimination","Enacted","enacted","This bill prohibits long-term care insurance carriers from requesting or requiring a genetic test to deny or limit coverage or charge a higher rate for the same coverage. These entities may not use the results of a genetic test, genetic information, or a request for genetic services to deny or limit coverage or charge a higher rate for the same coverage except that genetic information or the results of a genetic test may be used for such purposes if based on sound actuarial principles. Approved by the Governor May 22, 2008.","","2008","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","40"
"nhgri-24cf83016eb89ce1b0df","Minnesota","2008 State Bills Minnesota 2008 HF 1905","https://www.revisor.mn.gov/bills/bill.php?b=House&f=HF1905&ssn=0&y=2008","Health Insurance Nondiscrimination|Other Lines of Insurance Nondiscrimination","Died","died","This bill modifies the definition of genetic test under the Genetic Insurance Discrimination Act and adds a new section restricting the use of genetic information in individual and group life, disability income and long-term care insurance. For underwriting and ratemaking purposes, these insurers may not request or require a genetic test, use genetic test results other than those in the medical record or use genetic test results in the medical record without claims experience, substantial data or actuarial justification. Measure failed.","genetic-discrimination|health-insurance","2008","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","41"
"nhgri-83c4e8b4fe51152ef51f","Minnesota","2008 State Bills Minnesota 2008 HF 3438/SF 3138","https://www.revisor.mn.gov/bills/bill.php?b=House&f=HF3438&ssn=0&y=2008","Use of Residual Newborn Screening Specimens","Died","died","This bill excludes the health department's collection, use, storage and dissemination of genetic information and blood specimens for testing infants for heritable and congenital disorders from the law governing genetic information collected by a government entity. The bill also requires that parents are provided information about how specimens may be used and allows parents to opt out of public health studies or research. Measure failed.","newborn-screening","2008","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","42"
"nhgri-d77eebd11bb80d7fb0db","Minnesota","2008 State Bills Minnesota 2008 HF 4242","https://www.revisor.mn.gov/bills/bill.php?b=House&f=HF4242&ssn=0&y=2008","Other Topics","Died","died","This bill requires any person who provides a specimen collection kit to a resident of Minnesota for the purpose of collecting genetic material to perform a genetic test to first provide the resident with the disclosure, as described in the legislation. The bill also requires a study to determine which companies and laboratories are providing direct-to-consumer genetic tests to Minnesota residents. Measure failed.","","2008","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","43"
"nhgri-89c73a96fdf2e6477e30","Mississippi","2008 State Bills Mississippi 2008 HB 364","http://billstatus.ls.state.ms.us/2008/pdf/history/HB/HB0364.xml","Health Insurance Nondiscrimination|Privacy","Died","died","This bill creates the Genetic Information Nondiscrimination in Health Insurance Act, which prohibits health benefits plans from denying, refusing or canceling health insurance benefits or coverage on the basis of genetic information or a request or receipt of genetic services. The bill also prohibits health benefit plan insurers from requesting or requiring a genetic test and from disclosing genetic information without prior written authorization. Penalties for violations are set forth. Measure failed.","genetic-discrimination|genetic-privacy|health-insurance","2008","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","44"
"nhgri-09792e8f61a03fbc285f","Virginia","2008 State Bills Virginia 2008 HB 593","http://lis.virginia.gov/cgi-bin/legp604.exe?ses=081&typ=bil&val=hb593","Health Insurance Nondiscrimination","Died","died","This bill prohibits the establishment of rules for eligibility or continued eligibility based on a health status-related factor, including genetic information, in Virginia share health insurance policies. This bill also prohibits pre-existing condition exclusions in these policies based on genetic information in the absence of a diagnosis of a condition related to such information. Measure failed.","genetic-discrimination|health-insurance","2008","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","45"
"nhgri-856d7f7d857493484e16","Virginia","2008 State Bills Virginia 2008 SB 578","http://lis.virginia.gov/cgi-bin/legp604.exe?ses=081&typ=bil&val=sb578","Health Insurance Nondiscrimination","Died","died","This bill prohibits the establishment of rules for eligibility or continued eligibility based on a health status-related factor, including genetic information, in Virginia share health insurance policies. This bill also prohibits pre-existing condition exclusions in these policies based on genetic information in the absence of a diagnosis of a condition related to such information. Measure failed.","genetic-discrimination|health-insurance","2008","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","46"
"nhgri-fc84f3f421717db3c364","West Virginia","2008 State Bills West Virginia 2008 HB 2978","http://www.legis.state.wv.us/bill_status/Bills_history.cfm?input=2978&year=2008&sessiontype=RS&btype=bill","Employment Nondiscrimination|Health Insurance Nondiscrimination|Privacy|Research","Died","died","This bill creates the Genetic Information privacy Act. Genetic testing and genetic information derived from testing may be released only to the individual tested or people specifically given written authorization to receive the information by the individual. Accident and health insurers may not request or seek information derived from genetic testing. If the federal government or others propose guidelines, the bill authorizes the insurance commissioner to propose rules to authorize further disclosure of information derived from genetic testing for insurance purposes beyond what is permitted in the legislation. The bill requires employers to treat information derived from genetic testing in a manner consistent with federal law, including but not limited to the Americans with Disabilities Act. Exclusions under the definition of genetic testing includes research governed by the Common Rule, tests conducted purely for research, tests for somatic as opposed to heritable mutations, tests where direct personal identifiers that reveal the patients identity are encoded or encrypted and tests that are composed of de-identified or anonymized information. Penalties for violations are set forth. Measure failed.","employment|genetic-discrimination|genetic-privacy|health-insurance|research","2008","reviewed-nhgri","https://www.genome.gov/about-genomics/policy-issues/Genome-Statute-Legislation-Database","47"
